state,site,year,date,species,female_count,male_count,longitude,latitude,aphid_count,year_day,cdd
Illinois,Dixon Springs,2010,2010-07-09,Rhopalosiphum padi,0,0,-88.67,37.44,0,190,3030.402
Illinois,Dixon Springs,2010,2010-07-16,Rhopalosiphum padi,0,0,-88.67,37.44,0,197,3297.425
Illinois,Dixon Springs,2010,2010-07-23,Rhopalosiphum padi,0,0,-88.67,37.44,0,204,3574.8880000000004
Illinois,Dixon Springs,2010,2010-07-30,Rhopalosiphum padi,0,0,-88.67,37.44,0,211,3857.8410000000003
Illinois,Dixon Springs,2010,2010-08-06,Rhopalosiphum padi,22,0,-88.67,37.44,22,218,4139.282
Illinois,Dixon Springs,2010,2010-08-13,Rhopalosiphum padi,19,0,-88.67,37.44,19,225,4436.698
Illinois,Dixon Springs,2010,2010-08-20,Rhopalosiphum padi,39,0,-88.67,37.44,39,232,4707.069
Illinois,Dixon Springs,2010,2010-08-27,Rhopalosiphum padi,NA,NA,-88.67,37.44,0,239,4944.41
Illinois,Dixon Springs,2010,2010-09-03,Rhopalosiphum padi,105,0,-88.67,37.44,105,246,5188.780000000001
Illinois,Dixon Springs,2010,2010-09-10,Rhopalosiphum padi,11,0,-88.67,37.44,11,253,5381.472
Illinois,Dixon Springs,2010,2010-09-17,Rhopalosiphum padi,11,0,-88.67,37.44,11,260,5587.475
Illinois,Dixon Springs,2010,2010-09-24,Rhopalosiphum padi,0,0,-88.67,37.44,0,267,5822.125
Illinois,Dixon Springs,2010,2010-10-01,Rhopalosiphum padi,5,0,-88.67,37.44,5,274,5964.012000000001
Illinois,Dixon Springs,2010,2010-10-08,Rhopalosiphum padi,7,0,-88.67,37.44,7,281,6066.488
Illinois,Dixon Springs,2010,2010-10-15,Rhopalosiphum padi,NA,NA,-88.67,37.44,0,288,6220.588000000001
Illinois,Dixon Springs,2010,2010-10-22,Rhopalosiphum padi,NA,NA,-88.67,37.44,0,295,6337.2300000000005
Illinois,Dixon Springs,2010,2010-10-29,Rhopalosiphum padi,NA,NA,-88.67,37.44,0,302,6462.674
Illinois,Dixon Springs,2010,2010-11-05,Rhopalosiphum padi,NA,NA,-88.67,37.44,0,309,6515.255
Illinois,Metamora,2010,2010-04-30,Rhopalosiphum padi,NA,NA,-89.41,40.8,0,120,567.0949999999999
Illinois,Metamora,2010,2010-05-07,Rhopalosiphum padi,NA,NA,-89.41,40.8,0,127,693.241
Illinois,Metamora,2010,2010-05-14,Rhopalosiphum padi,1,0,-89.41,40.8,1,134,769.086
Illinois,Metamora,2010,2010-05-21,Rhopalosiphum padi,1,0,-89.41,40.8,1,141,883.019
Illinois,Metamora,2010,2010-05-28,Rhopalosiphum padi,0,0,-89.41,40.8,0,148,1103.035
Illinois,Metamora,2010,2010-06-04,Rhopalosiphum padi,1,0,-89.41,40.8,1,155,1322.034
Illinois,Metamora,2010,2010-06-11,Rhopalosiphum padi,0,0,-89.41,40.8,0,162,1523.411
Illinois,Metamora,2010,2010-06-18,Rhopalosiphum padi,0,0,-89.41,40.8,0,169,1752.814
Illinois,Metamora,2010,2010-06-25,Rhopalosiphum padi,0,0,-89.41,40.8,0,176,1987.806
Illinois,Metamora,2010,2010-07-02,Rhopalosiphum padi,0,0,-89.41,40.8,0,183,2195.2670000000003
Illinois,Metamora,2010,2010-07-09,Rhopalosiphum padi,0,0,-89.41,40.8,0,190,2446.288
Illinois,Metamora,2010,2010-07-16,Rhopalosiphum padi,1,0,-89.41,40.8,1,197,2687.634
Illinois,Metamora,2010,2010-07-23,Rhopalosiphum padi,0,0,-89.41,40.8,0,204,2942.273
Illinois,Metamora,2010,2010-07-30,Rhopalosiphum padi,NA,NA,-89.41,40.8,0,211,3186.103
Illinois,Metamora,2010,2010-08-06,Rhopalosiphum padi,2,0,-89.41,40.8,2,218,3425.0730000000003
Illinois,Metamora,2010,2010-08-13,Rhopalosiphum padi,173,0,-89.41,40.8,173,225,3688.721
Illinois,Metamora,2010,2010-08-20,Rhopalosiphum padi,116,0,-89.41,40.8,116,232,3919.942
Illinois,Metamora,2010,2010-08-27,Rhopalosiphum padi,NA,NA,-89.41,40.8,0,239,4124.874
Illinois,Metamora,2010,2010-09-03,Rhopalosiphum padi,3,0,-89.41,40.8,3,246,4347.032
Illinois,Metamora,2010,2010-09-10,Rhopalosiphum padi,11,0,-89.41,40.8,11,253,4505.713000000001
Illinois,Metamora,2010,2010-09-17,Rhopalosiphum padi,14,0,-89.41,40.8,14,260,4686.183
Illinois,Metamora,2010,2010-09-24,Rhopalosiphum padi,5,0,-89.41,40.8,5,267,4882.43
Illinois,Metamora,2010,2010-10-01,Rhopalosiphum padi,NA,NA,-89.41,40.8,0,274,4991.566000000001
Illinois,Metamora,2010,2010-10-08,Rhopalosiphum padi,NA,NA,-89.41,40.8,0,281,5075.349
Illinois,Metamora,2010,2010-10-15,Rhopalosiphum padi,NA,NA,-89.41,40.8,0,288,5212.736
Illinois,Metamora,2010,2010-10-22,Rhopalosiphum padi,NA,NA,-89.41,40.8,0,295,5283.280000000001
Illinois,Metamora,2010,2010-10-29,Rhopalosiphum padi,NA,NA,-89.41,40.8,0,302,5365.427000000001
Illinois,Metamora,2010,2010-11-05,Rhopalosiphum padi,NA,NA,-89.41,40.8,0,309,5373.8640000000005
Illinois,Monmouth,2010,2010-04-30,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,120,590.2070000000001
Illinois,Monmouth,2010,2010-05-07,Rhopalosiphum padi,0,0,-90.72,40.93,0,127,708.0730000000001
Illinois,Monmouth,2010,2010-05-14,Rhopalosiphum padi,1,0,-90.72,40.93,1,134,776.349
Illinois,Monmouth,2010,2010-05-21,Rhopalosiphum padi,1,0,-90.72,40.93,1,141,896.969
Illinois,Monmouth,2010,2010-05-28,Rhopalosiphum padi,4,0,-90.72,40.93,4,148,1123.114
Illinois,Monmouth,2010,2010-06-04,Rhopalosiphum padi,0,0,-90.72,40.93,0,155,1343.8770000000002
Illinois,Monmouth,2010,2010-06-11,Rhopalosiphum padi,0,0,-90.72,40.93,0,162,1548.5030000000002
Illinois,Monmouth,2010,2010-06-18,Rhopalosiphum padi,0,0,-90.72,40.93,0,169,1781.074
Illinois,Monmouth,2010,2010-06-25,Rhopalosiphum padi,0,0,-90.72,40.93,0,176,2020.7910000000002
Illinois,Monmouth,2010,2010-07-02,Rhopalosiphum padi,0,0,-90.72,40.93,0,183,2231.375
Illinois,Monmouth,2010,2010-07-09,Rhopalosiphum padi,0,0,-90.72,40.93,0,190,2475.862
Illinois,Monmouth,2010,2010-07-16,Rhopalosiphum padi,0,0,-90.72,40.93,0,197,2714.7690000000002
Illinois,Monmouth,2010,2010-07-23,Rhopalosiphum padi,0,0,-90.72,40.93,0,204,2969.579
Illinois,Monmouth,2010,2010-07-30,Rhopalosiphum padi,1,0,-90.72,40.93,1,211,3214.804
Illinois,Monmouth,2010,2010-08-06,Rhopalosiphum padi,12,0,-90.72,40.93,12,218,3458.04
Illinois,Monmouth,2010,2010-08-13,Rhopalosiphum padi,39,0,-90.72,40.93,39,225,3716.7200000000003
Illinois,Monmouth,2010,2010-08-20,Rhopalosiphum padi,92,0,-90.72,40.93,92,232,3945.781
Illinois,Monmouth,2010,2010-08-27,Rhopalosiphum padi,64,0,-90.72,40.93,64,239,4153.269
Illinois,Monmouth,2010,2010-09-03,Rhopalosiphum padi,19,0,-90.72,40.93,19,246,4372.34
Illinois,Monmouth,2010,2010-09-10,Rhopalosiphum padi,19,0,-90.72,40.93,19,253,4530.868
Illinois,Monmouth,2010,2010-09-17,Rhopalosiphum padi,17,0,-90.72,40.93,17,260,4707.801
Illinois,Monmouth,2010,2010-09-24,Rhopalosiphum padi,2,0,-90.72,40.93,2,267,4894.9310000000005
Illinois,Monmouth,2010,2010-10-01,Rhopalosiphum padi,4,0,-90.72,40.93,4,274,5008.495
Illinois,Monmouth,2010,2010-10-08,Rhopalosiphum padi,17,0,-90.72,40.93,17,281,5098.245
Illinois,Monmouth,2010,2010-10-15,Rhopalosiphum padi,10,0,-90.72,40.93,10,288,5235.155000000001
Illinois,Monmouth,2010,2010-10-22,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,295,5315.185
Illinois,Monmouth,2010,2010-10-29,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,302,5387.927000000001
Illinois,Monmouth,2010,2010-11-05,Rhopalosiphum padi,NA,NA,-90.72,40.93,0,309,5404.544
Illinois,Morris_IL,2010,2010-04-30,Rhopalosiphum padi,NA,NA,-88.38,41.34,0,120,520.9350000000001
Illinois,Morris_IL,2010,2010-05-07,Rhopalosiphum padi,8,0,-88.38,41.34,8,127,652.2560000000001
Illinois,Morris_IL,2010,2010-05-14,Rhopalosiphum padi,3,0,-88.38,41.34,3,134,724.825
Illinois,Morris_IL,2010,2010-05-21,Rhopalosiphum padi,0,0,-88.38,41.34,0,141,838.47
Illinois,Morris_IL,2010,2010-05-28,Rhopalosiphum padi,5,0,-88.38,41.34,5,148,1061.834
Illinois,Morris_IL,2010,2010-06-04,Rhopalosiphum padi,0,0,-88.38,41.34,0,155,1276.9540000000002
Illinois,Morris_IL,2010,2010-06-11,Rhopalosiphum padi,0,0,-88.38,41.34,0,162,1466.046
Illinois,Morris_IL,2010,2010-06-18,Rhopalosiphum padi,0,0,-88.38,41.34,0,169,1681.6970000000001
Illinois,Morris_IL,2010,2010-06-25,Rhopalosiphum padi,0,0,-88.38,41.34,0,176,1914.8890000000001
Illinois,Morris_IL,2010,2010-07-02,Rhopalosiphum padi,0,0,-88.38,41.34,0,183,2118.543
Illinois,Morris_IL,2010,2010-07-09,Rhopalosiphum padi,NA,NA,-88.38,41.34,0,190,2371.5710000000004
Illinois,Morris_IL,2010,2010-07-16,Rhopalosiphum padi,0,0,-88.38,41.34,0,197,2611.1530000000002
Illinois,Morris_IL,2010,2010-07-23,Rhopalosiphum padi,0,0,-88.38,41.34,0,204,2864.1000000000004
Illinois,Morris_IL,2010,2010-07-30,Rhopalosiphum padi,2,0,-88.38,41.34,2,211,3103.322
Illinois,Morris_IL,2010,2010-08-06,Rhopalosiphum padi,13,0,-88.38,41.34,13,218,3329.5750000000003
Illinois,Morris_IL,2010,2010-08-13,Rhopalosiphum padi,396,0,-88.38,41.34,396,225,3590.3880000000004
Illinois,Morris_IL,2010,2010-08-20,Rhopalosiphum padi,233,0,-88.38,41.34,233,232,3822.7250000000004
Illinois,Morris_IL,2010,2010-08-27,Rhopalosiphum padi,23,0,-88.38,41.34,23,239,4034.857
Illinois,Morris_IL,2010,2010-09-03,Rhopalosiphum padi,12,0,-88.38,41.34,12,246,4266.1140000000005
Illinois,Morris_IL,2010,2010-09-10,Rhopalosiphum padi,9,0,-88.38,41.34,9,253,4422.581
Illinois,Morris_IL,2010,2010-09-17,Rhopalosiphum padi,35,0,-88.38,41.34,35,260,4596.058
Illinois,Morris_IL,2010,2010-09-24,Rhopalosiphum padi,3,0,-88.38,41.34,3,267,4787.265
Illinois,Morris_IL,2010,2010-10-01,Rhopalosiphum padi,0,0,-88.38,41.34,0,274,4898.453
Illinois,Morris_IL,2010,2010-10-08,Rhopalosiphum padi,15,0,-88.38,41.34,15,281,4982.272
Illinois,Morris_IL,2010,2010-10-15,Rhopalosiphum padi,34,0,-88.38,41.34,34,288,5118.786
Illinois,Morris_IL,2010,2010-10-22,Rhopalosiphum padi,12,0,-88.38,41.34,12,295,5189.942
Illinois,Morris_IL,2010,2010-10-29,Rhopalosiphum padi,NA,NA,-88.38,41.34,0,302,5276.876
Illinois,Morris_IL,2010,2010-11-05,Rhopalosiphum padi,NA,NA,-88.38,41.34,0,309,5284.926
Illinois,Orr,2010,2010-04-30,Rhopalosiphum padi,0,0,-90.82,39.81,0,120,654.087
Illinois,Orr,2010,2010-05-07,Rhopalosiphum padi,0,0,-90.82,39.81,0,127,789.836
Illinois,Orr,2010,2010-05-14,Rhopalosiphum padi,0,0,-90.82,39.81,0,134,883.294
Illinois,Orr,2010,2010-05-21,Rhopalosiphum padi,0,0,-90.82,39.81,0,141,997.47
Illinois,Orr,2010,2010-05-28,Rhopalosiphum padi,1,0,-90.82,39.81,1,148,1224.6680000000001
Illinois,Orr,2010,2010-06-04,Rhopalosiphum padi,2,0,-90.82,39.81,2,155,1449.508
Illinois,Orr,2010,2010-06-11,Rhopalosiphum padi,NA,NA,-90.82,39.81,0,162,1667.085
Illinois,Orr,2010,2010-06-18,Rhopalosiphum padi,0,0,-90.82,39.81,0,169,1910.33
Illinois,Orr,2010,2010-06-25,Rhopalosiphum padi,0,0,-90.82,39.81,0,176,2160.919
Illinois,Orr,2010,2010-07-02,Rhopalosiphum padi,1,0,-90.82,39.81,1,183,2384.913
Illinois,Orr,2010,2010-07-09,Rhopalosiphum padi,NA,NA,-90.82,39.81,0,190,2632.316
Illinois,Orr,2010,2010-07-16,Rhopalosiphum padi,0,0,-90.82,39.81,0,197,2883.418
Illinois,Orr,2010,2010-07-23,Rhopalosiphum padi,1,0,-90.82,39.81,1,204,3145.203
Illinois,Orr,2010,2010-07-30,Rhopalosiphum padi,2,0,-90.82,39.81,2,211,3406.088
Illinois,Orr,2010,2010-08-06,Rhopalosiphum padi,6,0,-90.82,39.81,6,218,3664.723
Illinois,Orr,2010,2010-08-13,Rhopalosiphum padi,5,0,-90.82,39.81,5,225,3943.986
Illinois,Orr,2010,2010-08-20,Rhopalosiphum padi,NA,NA,-90.82,39.81,0,232,4184.414
Illinois,Orr,2010,2010-08-27,Rhopalosiphum padi,4,0,-90.82,39.81,4,239,4395.214
Illinois,Orr,2010,2010-09-03,Rhopalosiphum padi,2,0,-90.82,39.81,2,246,4616.427
Illinois,Orr,2010,2010-09-10,Rhopalosiphum padi,0,0,-90.82,39.81,0,253,4778.159
Illinois,Orr,2010,2010-09-17,Rhopalosiphum padi,9,0,-90.82,39.81,9,260,4963.534
Illinois,Orr,2010,2010-09-24,Rhopalosiphum padi,0,0,-90.82,39.81,0,267,5176.224
Illinois,Orr,2010,2010-10-01,Rhopalosiphum padi,2,0,-90.82,39.81,2,274,5296.808
Illinois,Orr,2010,2010-10-08,Rhopalosiphum padi,9,0,-90.82,39.81,9,281,5385.892
Illinois,Orr,2010,2010-10-15,Rhopalosiphum padi,35,0,-90.82,39.81,35,288,5529.084
Illinois,Orr,2010,2010-10-22,Rhopalosiphum padi,NA,NA,-90.82,39.81,0,295,5619.617
Illinois,Orr,2010,2010-10-29,Rhopalosiphum padi,NA,NA,-90.82,39.81,0,302,5715.388
Illinois,Orr,2010,2010-11-05,Rhopalosiphum padi,NA,NA,-90.82,39.81,0,309,5738.395
Illinois,Urbana-Champaign-II,2010,2010-04-23,Rhopalosiphum padi,1,0,-88.23,40.04,1,113,471.59400000000005
Illinois,Urbana-Champaign-II,2010,2010-04-30,Rhopalosiphum padi,4,0,-88.23,40.04,4,120,577.6070000000001
Illinois,Urbana-Champaign-II,2010,2010-05-07,Rhopalosiphum padi,13,0,-88.23,40.04,13,127,726.9010000000001
Illinois,Urbana-Champaign-II,2010,2010-05-14,Rhopalosiphum padi,1,0,-88.23,40.04,1,134,827.253
Illinois,Urbana-Champaign-II,2010,2010-05-21,Rhopalosiphum padi,3,0,-88.23,40.04,3,141,938.72
Illinois,Urbana-Champaign-II,2010,2010-05-28,Rhopalosiphum padi,2,0,-88.23,40.04,2,148,1168.933
Illinois,Urbana-Champaign-II,2010,2010-06-04,Rhopalosiphum padi,0,0,-88.23,40.04,0,155,1394.988
Illinois,Urbana-Champaign-II,2010,2010-06-11,Rhopalosiphum padi,0,0,-88.23,40.04,0,162,1605.0230000000001
Illinois,Urbana-Champaign-II,2010,2010-06-18,Rhopalosiphum padi,0,0,-88.23,40.04,0,169,1845.199
Illinois,Urbana-Champaign-II,2010,2010-06-25,Rhopalosiphum padi,0,0,-88.23,40.04,0,176,2087.895
Illinois,Urbana-Champaign-II,2010,2010-07-02,Rhopalosiphum padi,1,0,-88.23,40.04,1,183,2299.838
Illinois,Urbana-Champaign-II,2010,2010-07-09,Rhopalosiphum padi,1,0,-88.23,40.04,1,190,2550.184
Illinois,Urbana-Champaign-II,2010,2010-07-16,Rhopalosiphum padi,0,0,-88.23,40.04,0,197,2793.141
Illinois,Urbana-Champaign-II,2010,2010-07-23,Rhopalosiphum padi,2,0,-88.23,40.04,2,204,3045.5750000000003
Illinois,Urbana-Champaign-II,2010,2010-07-30,Rhopalosiphum padi,35,0,-88.23,40.04,35,211,3297.703
Illinois,Urbana-Champaign-II,2010,2010-08-06,Rhopalosiphum padi,57,0,-88.23,40.04,57,218,3540.9300000000003
Illinois,Urbana-Champaign-II,2010,2010-08-13,Rhopalosiphum padi,124,0,-88.23,40.04,124,225,3808.7180000000003
Illinois,Urbana-Champaign-II,2010,2010-08-20,Rhopalosiphum padi,236,0,-88.23,40.04,236,232,4049.5150000000003
Illinois,Urbana-Champaign-II,2010,2010-08-27,Rhopalosiphum padi,42,0,-88.23,40.04,42,239,4260.8460000000005
Illinois,Urbana-Champaign-II,2010,2010-09-03,Rhopalosiphum padi,1,0,-88.23,40.04,1,246,4491.518
Illinois,Urbana-Champaign-II,2010,2010-09-10,Rhopalosiphum padi,5,0,-88.23,40.04,5,253,4651.405000000001
Illinois,Urbana-Champaign-II,2010,2010-09-17,Rhopalosiphum padi,26,0,-88.23,40.04,26,260,4837.419
Illinois,Urbana-Champaign-II,2010,2010-09-24,Rhopalosiphum padi,0,0,-88.23,40.04,0,267,5052.134
Illinois,Urbana-Champaign-II,2010,2010-10-01,Rhopalosiphum padi,0,0,-88.23,40.04,0,274,5168.182000000001
Illinois,Urbana-Champaign-II,2010,2010-10-08,Rhopalosiphum padi,4,0,-88.23,40.04,4,281,5254.269
Illinois,Urbana-Champaign-II,2010,2010-10-15,Rhopalosiphum padi,NA,1,-88.23,40.04,1,288,5390.495
Illinois,Urbana-Champaign-II,2010,2010-10-22,Rhopalosiphum padi,6,0,-88.23,40.04,6,295,5462.569
Illinois,Urbana-Champaign-II,2010,2010-10-29,Rhopalosiphum padi,0,0,-88.23,40.04,0,302,5565.0470000000005
Illinois,Urbana-Champaign-II,2010,2010-11-05,Rhopalosiphum padi,0,0,-88.23,40.04,0,309,5579.821
Indiana,ACRE,2010,2010-04-30,Rhopalosiphum padi,NA,NA,-86.92,40.41,0,120,587.243
Indiana,ACRE,2010,2010-05-07,Rhopalosiphum padi,NA,NA,-86.92,40.41,0,127,743.566
Indiana,ACRE,2010,2010-05-14,Rhopalosiphum padi,NA,NA,-86.92,40.41,0,134,844.5120000000001
Indiana,ACRE,2010,2010-05-21,Rhopalosiphum padi,NA,NA,-86.92,40.41,0,141,957.374
Indiana,ACRE,2010,2010-05-28,Rhopalosiphum padi,NA,NA,-86.92,40.41,0,148,1186.633
Indiana,ACRE,2010,2010-06-04,Rhopalosiphum padi,NA,NA,-86.92,40.41,0,155,1415.1
Indiana,ACRE,2010,2010-06-11,Rhopalosiphum padi,NA,NA,-86.92,40.41,0,162,1623.515
Indiana,ACRE,2010,2010-06-18,Rhopalosiphum padi,NA,NA,-86.92,40.41,0,169,1865.986
Indiana,ACRE,2010,2010-06-25,Rhopalosiphum padi,0,0,-86.92,40.41,0,176,2106.459
Indiana,ACRE,2010,2010-07-02,Rhopalosiphum padi,0,0,-86.92,40.41,0,183,2313.893
Indiana,ACRE,2010,2010-07-09,Rhopalosiphum padi,0,0,-86.92,40.41,0,190,2561.8360000000002
Indiana,ACRE,2010,2010-07-16,Rhopalosiphum padi,0,0,-86.92,40.41,0,197,2802.183
Indiana,ACRE,2010,2010-07-23,Rhopalosiphum padi,0,0,-86.92,40.41,0,204,3056.021
Indiana,ACRE,2010,2010-07-30,Rhopalosiphum padi,1,0,-86.92,40.41,1,211,3304.4320000000002
Indiana,ACRE,2010,2010-08-06,Rhopalosiphum padi,8,0,-86.92,40.41,8,218,3541.107
Indiana,ACRE,2010,2010-08-13,Rhopalosiphum padi,222,0,-86.92,40.41,222,225,3802.154
Indiana,ACRE,2010,2010-08-20,Rhopalosiphum padi,338,0,-86.92,40.41,338,232,4042.465
Indiana,ACRE,2010,2010-08-27,Rhopalosiphum padi,97,0,-86.92,40.41,97,239,4253.121
Indiana,ACRE,2010,2010-09-03,Rhopalosiphum padi,8,0,-86.92,40.41,8,246,4489.157
Indiana,ACRE,2010,2010-09-10,Rhopalosiphum padi,35,0,-86.92,40.41,35,253,4651.195
Indiana,ACRE,2010,2010-09-17,Rhopalosiphum padi,130,0,-86.92,40.41,130,260,4829.829000000001
Indiana,ACRE,2010,2010-09-24,Rhopalosiphum padi,14,0,-86.92,40.41,14,267,5047.937
Indiana,ACRE,2010,2010-10-01,Rhopalosiphum padi,11,0,-86.92,40.41,11,274,5164.318
Indiana,ACRE,2010,2010-10-08,Rhopalosiphum padi,12,0,-86.92,40.41,12,281,5251.269
Indiana,ACRE,2010,2010-10-15,Rhopalosiphum padi,16,0,-86.92,40.41,16,288,5388.737
Indiana,ACRE,2010,2010-10-22,Rhopalosiphum padi,18,0,-86.92,40.41,18,295,5452.2970000000005
Indiana,ACRE,2010,2010-10-29,Rhopalosiphum padi,NA,NA,-86.92,40.41,0,302,5560.5960000000005
Indiana,ACRE,2010,2010-11-05,Rhopalosiphum padi,NA,NA,-86.92,40.41,0,309,5571.843
Indiana,DPAC,2010,2010-04-30,Rhopalosiphum padi,0,0,-85.15,40.25,0,120,518.119
Indiana,DPAC,2010,2010-05-07,Rhopalosiphum padi,0,0,-85.15,40.25,0,127,677.8620000000001
Indiana,DPAC,2010,2010-05-14,Rhopalosiphum padi,4,0,-85.15,40.25,4,134,764.489
Indiana,DPAC,2010,2010-05-21,Rhopalosiphum padi,6,0,-85.15,40.25,6,141,873.931
Indiana,DPAC,2010,2010-05-28,Rhopalosiphum padi,8,0,-85.15,40.25,8,148,1087.017
Indiana,DPAC,2010,2010-06-04,Rhopalosiphum padi,3,0,-85.15,40.25,3,155,1308.077
Indiana,DPAC,2010,2010-06-11,Rhopalosiphum padi,1,0,-85.15,40.25,1,162,1500.1480000000001
Indiana,DPAC,2010,2010-06-18,Rhopalosiphum padi,1,0,-85.15,40.25,1,169,1730.505
Indiana,DPAC,2010,2010-06-25,Rhopalosiphum padi,0,0,-85.15,40.25,0,176,1958.603
Indiana,DPAC,2010,2010-07-02,Rhopalosiphum padi,0,0,-85.15,40.25,0,183,2154.94
Indiana,DPAC,2010,2010-07-09,Rhopalosiphum padi,0,0,-85.15,40.25,0,190,2400.012
Indiana,DPAC,2010,2010-07-16,Rhopalosiphum padi,0,0,-85.15,40.25,0,197,2638.568
Indiana,DPAC,2010,2010-07-23,Rhopalosiphum padi,1,0,-85.15,40.25,1,204,2887.762
Indiana,DPAC,2010,2010-07-30,Rhopalosiphum padi,3,0,-85.15,40.25,3,211,3123.087
Indiana,DPAC,2010,2010-08-06,Rhopalosiphum padi,7,0,-85.15,40.25,7,218,3350.5280000000002
Indiana,DPAC,2010,2010-08-13,Rhopalosiphum padi,61,0,-85.15,40.25,61,225,3592.567
Indiana,DPAC,2010,2010-08-20,Rhopalosiphum padi,96,0,-85.15,40.25,96,232,3821.6820000000002
Indiana,DPAC,2010,2010-08-27,Rhopalosiphum padi,5,0,-85.15,40.25,5,239,4014.9680000000003
Indiana,DPAC,2010,2010-09-03,Rhopalosiphum padi,4,0,-85.15,40.25,4,246,4247.017
Indiana,DPAC,2010,2010-09-10,Rhopalosiphum padi,39,0,-85.15,40.25,39,253,4401
Indiana,DPAC,2010,2010-09-17,Rhopalosiphum padi,28,0,-85.15,40.25,28,260,4571.57
Indiana,DPAC,2010,2010-09-24,Rhopalosiphum padi,1,0,-85.15,40.25,1,267,4783.72
Indiana,DPAC,2010,2010-10-01,Rhopalosiphum padi,6,0,-85.15,40.25,6,274,4893.441
Indiana,DPAC,2010,2010-10-08,Rhopalosiphum padi,13,0,-85.15,40.25,13,281,4975.28
Indiana,DPAC,2010,2010-10-15,Rhopalosiphum padi,NA,NA,-85.15,40.25,0,288,5112.1630000000005
Indiana,DPAC,2010,2010-10-22,Rhopalosiphum padi,NA,NA,-85.15,40.25,0,295,5164.167
Indiana,DPAC,2010,2010-10-29,Rhopalosiphum padi,NA,NA,-85.15,40.25,0,302,5264.844
Indiana,DPAC,2010,2010-11-05,Rhopalosiphum padi,NA,NA,-85.15,40.25,0,309,5270.476000000001
Indiana,NEPAC,2010,2010-04-30,Rhopalosiphum padi,0,0,-85.4,41.11,0,120,455.405
Indiana,NEPAC,2010,2010-05-07,Rhopalosiphum padi,2,0,-85.4,41.11,2,127,603.88
Indiana,NEPAC,2010,2010-05-14,Rhopalosiphum padi,4,0,-85.4,41.11,4,134,677.034
Indiana,NEPAC,2010,2010-05-21,Rhopalosiphum padi,3,0,-85.4,41.11,3,141,785.54
Indiana,NEPAC,2010,2010-05-28,Rhopalosiphum padi,19,0,-85.4,41.11,19,148,1000.669
Indiana,NEPAC,2010,2010-06-04,Rhopalosiphum padi,2,0,-85.4,41.11,2,155,1213.881
Indiana,NEPAC,2010,2010-06-11,Rhopalosiphum padi,1,0,-85.4,41.11,1,162,1392.011
Indiana,NEPAC,2010,2010-06-18,Rhopalosiphum padi,0,0,-85.4,41.11,0,169,1619.236
Indiana,NEPAC,2010,2010-06-25,Rhopalosiphum padi,1,0,-85.4,41.11,1,176,1844.679
Indiana,NEPAC,2010,2010-07-02,Rhopalosiphum padi,0,0,-85.4,41.11,0,183,2037.2540000000001
Indiana,NEPAC,2010,2010-07-09,Rhopalosiphum padi,0,0,-85.4,41.11,0,190,2281.489
Indiana,NEPAC,2010,2010-07-16,Rhopalosiphum padi,0,0,-85.4,41.11,0,197,2518.632
Indiana,NEPAC,2010,2010-07-23,Rhopalosiphum padi,0,0,-85.4,41.11,0,204,2764.892
Indiana,NEPAC,2010,2010-07-30,Rhopalosiphum padi,1,0,-85.4,41.11,1,211,2994.907
Indiana,NEPAC,2010,2010-08-06,Rhopalosiphum padi,0,0,-85.4,41.11,0,218,3216.165
Indiana,NEPAC,2010,2010-08-13,Rhopalosiphum padi,301,0,-85.4,41.11,301,225,3457.889
Indiana,NEPAC,2010,2010-08-20,Rhopalosiphum padi,122,0,-85.4,41.11,122,232,3683.989
Indiana,NEPAC,2010,2010-08-27,Rhopalosiphum padi,30,0,-85.4,41.11,30,239,3878.409
Indiana,NEPAC,2010,2010-09-03,Rhopalosiphum padi,34,0,-85.4,41.11,34,246,4108.028
Indiana,NEPAC,2010,2010-09-10,Rhopalosiphum padi,23,0,-85.4,41.11,23,253,4255
Indiana,NEPAC,2010,2010-09-17,Rhopalosiphum padi,20,0,-85.4,41.11,20,260,4410.603
Indiana,NEPAC,2010,2010-09-24,Rhopalosiphum padi,20,0,-85.4,41.11,20,267,4608.209
Indiana,NEPAC,2010,2010-10-01,Rhopalosiphum padi,24,0,-85.4,41.11,24,274,4713.448
Indiana,NEPAC,2010,2010-10-08,Rhopalosiphum padi,8,0,-85.4,41.11,8,281,4791.066
Indiana,NEPAC,2010,2010-10-15,Rhopalosiphum padi,NA,NA,-85.4,41.11,0,288,4922.981
Indiana,NEPAC,2010,2010-10-22,Rhopalosiphum padi,NA,NA,-85.4,41.11,0,295,4971.781
Indiana,NEPAC,2010,2010-10-29,Rhopalosiphum padi,NA,NA,-85.4,41.11,0,302,5071.152
Indiana,NEPAC,2010,2010-11-05,Rhopalosiphum padi,NA,NA,-85.4,41.11,0,309,5078.278
Indiana,PPAC,2010,2010-04-30,Rhopalosiphum padi,NA,NA,-86.93,41.44,0,120,438.27700000000004
Indiana,PPAC,2010,2010-05-07,Rhopalosiphum padi,4,0,-86.93,41.44,4,127,573.1890000000001
Indiana,PPAC,2010,2010-05-14,Rhopalosiphum padi,4,0,-86.93,41.44,4,134,640.61
